LocationDesc,LocationAbbr,YearStart,StratificationCategory1,Stratification1,fruit_less1_rate,obesity_rate,overweight_rate,pa_none_rate,pa_strength_rate,vegetables_less1_rate,year_delta_obesity,stratification_gap_income,region,obesity_cat,income_level
Alabama,AL,2019,Race/Ethnicity,Non-Hispanic Black,44.9,46.6,30.6,35.2,31.9,31.4,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Race/Ethnicity,Non-Hispanic White,47.4,32.6,35.8,31.1,27.9,19.3,6.899999999999999,9.700000000000003,South,30-35,
Alabama,AL,2019,Sex,Female,44.7,36.2,30.1,34.3,24.6,21.7,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Sex,Male,47.7,36.0,38.4,28.3,34.4,23.0,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2019,Total,Total,46.1,36.1,34.2,31.5,29.2,22.3,6.899999999999999,9.700000000000003,South,>35,
Alabama,AL,2020,Age (years),18 - 24,,27.1,30.2,22.3,,,6.899999999999999,9.099999999999994,South,25-30,
Alabama,AL,2020,Age (years),25 - 34,,37.5,33.6,22.5,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Age (years),35 - 44,,43.6,31.3,24.6,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Age (years),45 - 54,,48.0,31.1,28.6,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Age (years),55 - 64,,42.0,37.2,30.9,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Age (years),65 or older,,34.9,36.6,38.2,,,6.899999999999999,9.099999999999994,South,30-35,
Alabama,AL,2020,Education,College graduate,,36.1,34.8,13.7,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Education,High school graduate,,39.6,32.3,34.7,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Education,Less than high school,,40.4,33.4,46.9,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Education,Some college or technical school,,40.1,34.4,26.0,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Income,"$15,000 - $24,999",,41.6,30.8,38.4,,,6.899999999999999,9.099999999999994,South,>35,Low
Alabama,AL,2020,Income,"$25,000 - $34,999",,43.4,31.2,30.7,,,6.899999999999999,9.099999999999994,South,>35,Medium
Alabama,AL,2020,Income,"$35,000 - $49,999",,44.3,30.8,25.2,,,6.899999999999999,9.099999999999994,South,>35,Medium
Alabama,AL,2020,Income,"$50,000 - $74,999",,39.8,36.7,23.1,,,6.899999999999999,9.099999999999994,South,>35,High
Alabama,AL,2020,Income,"$75,000 or greater",,35.2,38.9,15.3,,,6.899999999999999,9.099999999999994,South,>35,High
Alabama,AL,2020,Income,"Less than $15,000",,44.0,25.6,45.9,,,6.899999999999999,9.099999999999994,South,>35,Low
Alabama,AL,2020,Race/Ethnicity,Hispanic,,38.8,35.6,29.8,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Race/Ethnicity,NH American Indian/Alaska Native,,49.7,27.1,26.2,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Race/Ethnicity,Non-Hispanic 2 or more races,,30.3,39.6,24.2,,,6.899999999999999,9.099999999999994,South,30-35,
Alabama,AL,2020,Race/Ethnicity,Non-Hispanic Black,,48.1,31.0,34.6,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Race/Ethnicity,Non-Hispanic White,,36.2,34.6,26.8,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Sex,Female,,40.3,29.8,32.1,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Sex,Male,,37.7,37.8,25.2,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2020,Total,Total,,39.0,33.7,28.8,,,6.899999999999999,9.099999999999994,South,>35,
Alabama,AL,2021,Age (years),18 - 24,44.8,25.4,28.5,19.3,,24.7,6.899999999999999,6.100000000000001,South,25-30,
Alabama,AL,2021,Age (years),25 - 34,49.4,46.6,21.1,23.3,,20.3,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Age (years),35 - 44,44.5,45.8,31.8,22.4,,16.7,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Age (years),45 - 54,49.2,46.4,33.8,35.6,,19.5,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Age (years),55 - 64,48.4,44.4,32.7,39.1,,21.2,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Age (years),65 or older,41.1,30.9,39.4,41.3,,21.7,6.899999999999999,6.100000000000001,South,30-35,
Alabama,AL,2021,Education,College graduate,40.5,34.3,34.2,19.8,,15.5,6.899999999999999,6.100000000000001,South,30-35,
Alabama,AL,2021,Education,High school graduate,49.3,41.1,30.1,37.4,,27.3,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Education,Less than high school,44.4,40.5,33.1,46.9,,27.8,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Education,Some college or technical school,47.6,42.6,31.6,27.9,,15.0,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Income,"$15,000 - $24,999",48.0,40.8,30.1,46.4,,25.9,6.899999999999999,6.100000000000001,South,>35,Low
Alabama,AL,2021,Income,"$25,000 - $34,999",42.4,46.2,30.7,33.0,,23.4,6.899999999999999,6.100000000000001,South,>35,Medium
Alabama,AL,2021,Income,"$35,000 - $49,999",49.1,46.4,28.5,32.9,,19.6,6.899999999999999,6.100000000000001,South,>35,Medium
Alabama,AL,2021,Income,"$50,000 - $74,999",47.7,42.8,30.9,20.8,,19.2,6.899999999999999,6.100000000000001,South,>35,High
Alabama,AL,2021,Income,"$75,000 or greater",49.7,40.3,35.5,24.8,,13.9,6.899999999999999,6.100000000000001,South,>35,High
Alabama,AL,2021,Income,"Less than $15,000",47.2,40.8,27.0,45.2,,36.8,6.899999999999999,6.100000000000001,South,>35,Low
Alabama,AL,2021,Race/Ethnicity,Hispanic,42.6,38.8,36.6,22.8,,37.6,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Race/Ethnicity,NH American Indian/Alaska Native,30.6,43.55,30.6,30.549999999999997,,17.2,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Race/Ethnicity,Non-Hispanic 2 or more races,45.6,45.8,35.3,25.4,,16.6,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Race/Ethnicity,Non-Hispanic Black,37.5,49.7,26.5,35.0,,27.1,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Race/Ethnicity,Non-Hispanic White,49.6,36.8,33.3,31.0,,17.3,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Sex,Female,44.8,41.6,27.7,35.7,,18.4,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Sex,Male,47.1,38.0,36.3,26.9,,22.9,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2021,Total,Total,45.9,39.9,31.9,31.5,,20.6,6.899999999999999,6.100000000000001,South,>35,
Alabama,AL,2022,Age (years),18 - 24,,19.8,31.0,17.2,,,6.899999999999999,8.5,South,<25,
Alabama,AL,2022,Age (years),25 - 34,,37.4,29.4,21.2,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Age (years),35 - 44,,43.2,34.5,25.3,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Age (years),45 - 54,,48.1,35.7,29.0,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Age (years),55 - 64,,41.6,35.7,33.9,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Age (years),65 or older,,36.3,34.7,39.4,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Education,College graduate,,36.3,37.8,17.5,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Education,High school graduate,,40.0,31.3,31.2,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Education,Less than high school,,32.6,34.6,51.2,,,6.899999999999999,8.5,South,30-35,
Alabama,AL,2022,Education,Some college or technical school,,40.5,32.3,26.3,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Income,"$15,000 - $24,999",,46.1,26.9,38.1,,,6.899999999999999,8.5,South,>35,Low
Alabama,AL,2022,Income,"$25,000 - $34,999",,38.0,31.8,30.4,,,6.899999999999999,8.5,South,>35,Medium
Alabama,AL,2022,Income,"$35,000 - $49,999",,42.3,34.7,27.0,,,6.899999999999999,8.5,South,>35,Medium
Alabama,AL,2022,Income,"$50,000 - $74,999",,42.4,30.6,24.7,,,6.899999999999999,8.5,South,>35,High
Alabama,AL,2022,Income,"$75,000 or greater",,37.6,35.6,17.7,,,6.899999999999999,8.5,South,>35,High
Alabama,AL,2022,Income,"Less than $15,000",,39.5,28.4,51.4,,,6.899999999999999,8.5,South,>35,Low
Alabama,AL,2022,Race/Ethnicity,Hispanic,,33.4,32.3,35.8,,,6.899999999999999,8.5,South,30-35,
Alabama,AL,2022,Race/Ethnicity,NH American Indian/Alaska Native,,37.4,34.1,34.9,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Race/Ethnicity,Non-Hispanic 2 or more races,,30.8,38.4,24.9,,,6.899999999999999,8.5,South,30-35,
Alabama,AL,2022,Race/Ethnicity,Non-Hispanic Black,,50.2,28.0,30.0,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Race/Ethnicity,Non-Hispanic White,,35.1,36.1,29.1,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Sex,Female,,40.6,30.5,34.2,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Sex,Male,,35.8,37.1,23.4,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2022,Total,Total,,38.3,33.7,29.1,,,6.899999999999999,8.5,South,>35,
Alabama,AL,2023,Age (years),18 - 24,,26.1,29.7,18.5,44.9,,6.899999999999999,7.300000000000004,South,25-30,
Alabama,AL,2023,Age (years),25 - 34,,39.5,30.5,21.2,37.9,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Age (years),35 - 44,,45.3,33.1,25.7,39.5,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Age (years),45 - 54,,44.6,32.7,27.3,33.7,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Age (years),55 - 64,,46.8,31.8,32.2,28.8,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Age (years),65 or older,,33.6,36.0,41.0,27.5,,6.899999999999999,7.300000000000004,South,30-35,
Alabama,AL,2023,Education,College graduate,,35.0,33.7,15.2,40.0,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Education,High school graduate,,39.4,31.2,34.2,33.5,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Education,Less than high school,,38.0,34.4,48.3,27.3,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Education,Some college or technical school,,42.9,32.9,27.2,33.7,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Income,"$15,000 - $24,999",,39.4,31.5,43.9,34.0,,6.899999999999999,7.300000000000004,South,>35,Low
Alabama,AL,2023,Income,"$25,000 - $34,999",,41.5,32.4,34.5,34.1,,6.899999999999999,7.300000000000004,South,>35,Medium
Alabama,AL,2023,Income,"$35,000 - $49,999",,42.4,31.3,27.0,31.3,,6.899999999999999,7.300000000000004,South,>35,Medium
Alabama,AL,2023,Income,"$50,000 - $74,999",,40.3,35.1,21.6,37.2,,6.899999999999999,7.300000000000004,South,>35,High
Alabama,AL,2023,Income,"$75,000 or greater",,39.6,36.3,22.2,42.7,,6.899999999999999,7.300000000000004,South,>35,High
Alabama,AL,2023,Income,"Less than $15,000",,46.7,24.7,48.0,32.6,,6.899999999999999,7.300000000000004,South,>35,Low
Alabama,AL,2023,Race/Ethnicity,Hispanic,,36.6,26.9,35.3,40.7,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Race/Ethnicity,NH American Indian/Alaska Native,,37.4,34.1,34.9,35.4,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Race/Ethnicity,Non-Hispanic 2 or more races,,37.6,39.8,31.5,38.7,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Race/Ethnicity,Non-Hispanic Black,,49.1,29.9,31.0,32.5,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Race/Ethnicity,Non-Hispanic White,,36.0,34.0,28.2,33.7,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Sex,Female,,40.7,29.7,32.9,29.5,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Sex,Male,,37.8,35.8,25.0,39.9,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2023,Total,Total,,39.2,32.7,29.1,34.4,,6.899999999999999,7.300000000000004,South,>35,
Alabama,AL,2024,Age (years),18 - 24,,29.2,27.2,22.5,,,6.899999999999999,7.100000000000001,South,25-30,
Alabama,AL,2024,Age (years),25 - 34,,43.7,29.1,18.8,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Age (years),35 - 44,,41.8,34.0,20.8,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Age (years),45 - 54,,47.7,34.0,32.3,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Age (years),55 - 64,,39.8,37.7,35.2,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Age (years),65 or older,,32.8,36.8,32.7,,,6.899999999999999,7.100000000000001,South,30-35,
Alabama,AL,2024,Education,College graduate,,35.9,35.3,14.8,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Education,High school graduate,,39.9,31.7,32.9,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Education,Less than high school,,36.7,35.9,43.6,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Education,Some college or technical school,,41.3,33.3,26.3,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Income,"$15,000 - $24,999",,38.8,30.6,43.3,,,6.899999999999999,7.100000000000001,South,>35,Low
Alabama,AL,2024,Income,"$25,000 - $34,999",,45.9,31.6,34.6,,,6.899999999999999,7.100000000000001,South,>35,Medium
Alabama,AL,2024,Income,"$35,000 - $49,999",,41.4,33.8,30.3,,,6.899999999999999,7.100000000000001,South,>35,Medium
Alabama,AL,2024,Income,"$50,000 - $74,999",,40.7,32.2,23.2,,,6.899999999999999,7.100000000000001,South,>35,High
Alabama,AL,2024,Income,"$75,000 or greater",,43.3,33.1,20.6,,,6.899999999999999,7.100000000000001,South,>35,High
Alabama,AL,2024,Income,"Less than $15,000",,41.4,29.1,40.0,,,6.899999999999999,7.100000000000001,South,>35,Low
Alabama,AL,2024,Race/Ethnicity,Hispanic,,30.1,40.4,29.8,,,6.899999999999999,7.100000000000001,South,30-35,
Alabama,AL,2024,Race/Ethnicity,NH American Indian/Alaska Native,,37.4,34.1,34.9,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Race/Ethnicity,Non-Hispanic 2 or more races,,39.2,42.3,15.8,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Race/Ethnicity,Non-Hispanic Black,,48.0,31.9,31.7,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Race/Ethnicity,Non-Hispanic White,,36.3,33.4,27.0,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Sex,Female,,41.3,28.9,32.8,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Sex,Male,,36.5,38.6,22.0,,,6.899999999999999,7.100000000000001,South,>35,
Alabama,AL,2024,Total,Total,,38.9,33.7,27.6,,,6.899999999999999,7.100000000000001,South,>35,
Alaska,AK,2011,Age (years),18 - 24,,19.8,32.0,16.1,51.9,,6.600000000000001,9.100000000000001,West,<25,
Alaska,AK,2011,Age (years),25 - 34,,23.5,38.7,18.1,36.4,,6.600000000000001,9.100000000000001,West,<25,
Alaska,AK,2011,Age (years),35 - 44,,29.5,38.9,21.1,30.8,,6.600000000000001,9.100000000000001,West,25-30,
Alaska,AK,2011,Age (years),45 - 54,,29.2,43.3,24.7,32.4,,6.600000000000001,9.100000000000001,West,25-30,
Alaska,AK,2011,Age (years),55 - 64,,33.4,38.9,26.0,26.6,,6.600000000000001,9.100000000000001,West,30-35,
Alaska,AK,2011,Age (years),65 or older,,29.3,40.9,27.4,24.2,,6.600000000000001,9.100000000000001,West,25-30,
Alaska,AK,2011,Education,College graduate,,22.1,39.9,12.5,41.8,,6.600000000000001,9.100000000000001,West,<25,
Alaska,AK,2011,Education,High school graduate,,33.1,38.0,26.9,25.9,,6.600000000000001,9.100000000000001,West,30-35,
Alaska,AK,2011,Education,Less than high school,,28.8,35.3,33.2,28.8,,6.600000000000001,9.100000000000001,West,25-30,
Alaska,AK,2011,Education,Some college or technical school,,25.8,40.1,21.2,36.0,,6.600000000000001,9.100000000000001,West,25-30,
Alaska,AK,2011,Income,"$15,000 - $24,999",,30.2,33.5,24.6,28.1,,6.600000000000001,9.100000000000001,West,30-35,Low
Alaska,AK,2011,Income,"$25,000 - $34,999",,32.2,38.1,25.8,24.5,,6.600000000000001,9.100000000000001,West,30-35,Medium
Alaska,AK,2011,Income,"$35,000 - $49,999",,24.5,42.3,25.7,31.4,,6.600000000000001,9.100000000000001,West,<25,Medium
Alaska,AK,2011,Income,"$50,000 - $74,999",,27.8,41.6,19.2,37.7,,6.600000000000001,9.100000000000001,West,25-30,High
Alaska,AK,2011,Income,"$75,000 or greater",,26.9,39.9,17.1,38.0,,6.600000000000001,9.100000000000001,West,25-30,High
Alaska,AK,2011,Income,"Less than $15,000",,33.6,24.6,25.0,30.3,,6.600000000000001,9.100000000000001,West,30-35,Low
Alaska,AK,2011,Race/Ethnicity,Hispanic,,31.5,37.4,23.5,30.9,,6.600000000000001,9.100000000000001,West,30-35,
Alaska,AK,2011,Race/Ethnicity,NH American Indian/Alaska Native,,30.9,37.2,31.7,23.3,,6.600000000000001,9.100000000000001,West,30-35,
Alaska,AK,2011,Race/Ethnicity,Non-Hispanic 2 or more races,,23.3,41.9,30.2,26.9,,6.600000000000001,9.100000000000001,West,<25,
Alaska,AK,2011,Race/Ethnicity,Non-Hispanic Asian,,2.3,38.9,23.0,48.5,,6.600000000000001,9.100000000000001,West,<25,
Alaska,AK,2011,Race/Ethnicity,Non-Hispanic Black,,39.0,35.8,37.7,53.5,,6.600000000000001,9.100000000000001,West,>35,
Alaska,AK,2011,Race/Ethnicity,Non-Hispanic Other,,35.5,29.8,35.6,42.3,,6.600000000000001,9.100000000000001,West,>35,
Alaska,AK,2011,Race/Ethnicity,Non-Hispanic White,,25.9,38.5,18.9,35.9,,6.600000000000001,9.100000000000001,West,25-30,
Alaska,AK,2011,Sex,Female,,26.7,31.3,24.0,28.9,,6.600000000000001,9.100000000000001,West,25-30,
Alaska,AK,2011,Sex,Male,,28.0,45.3,20.1,38.6,,6.600000000000001,9.100000000000001,West,25-30,
Alaska,AK,2011,Total,Total,,27.4,38.9,22.0,33.8,,6.600000000000001,9.100000000000001,West,25-30,
Alaska,AK,2012,Age (years),18 - 24,,9.0,32.5,13.9,,,6.600000000000001,5.399999999999999,West,<25,
Alaska,AK,2012,Age (years),25 - 34,,20.1,37.7,12.8,,,6.600000000000001,5.399999999999999,West,<25,
Alaska,AK,2012,Age (years),35 - 44,,30.3,40.9,15.5,,,6.600000000000001,5.399999999999999,West,30-35,
Alaska,AK,2012,Age (years),45 - 54,,32.6,37.8,20.6,,,6.600000000000001,5.399999999999999,West,30-35,
Alaska,AK,2012,Age (years),55 - 64,,32.3,40.6,21.5,,,6.600000000000001,5.399999999999999,West,30-35,
Alaska,AK,2012,Age (years),65 or older,,26.8,46.1,29.6,,,6.600000000000001,5.399999999999999,West,25-30,
Alaska,AK,2012,Education,College graduate,,24.9,36.2,10.9,,,6.600000000000001,5.399999999999999,West,<25,
Alaska,AK,2012,Education,High school graduate,,25.8,41.1,26.0,,,6.600000000000001,5.399999999999999,West,25-30,
Alaska,AK,2012,Education,Less than high school,,23.3,35.1,30.0,,,6.600000000000001,5.399999999999999,West,<25,
Alaska,AK,2012,Education,Some college or technical school,,26.9,40.4,14.4,,,6.600000000000001,5.399999999999999,West,25-30,
Alaska,AK,2012,Income,"$15,000 - $24,999",,24.2,40.3,26.3,,,6.600000000000001,5.399999999999999,West,<25,Low
Alaska,AK,2012,Income,"$25,000 - $34,999",,24.0,38.0,25.5,,,6.600000000000001,5.399999999999999,West,<25,Medium
Alaska,AK,2012,Income,"$35,000 - $49,999",,27.3,41.6,21.8,,,6.600000000000001,5.399999999999999,West,25-30,Medium
Alaska,AK,2012,Income,"$50,000 - $74,999",,28.4,37.8,13.4,,,6.600000000000001,5.399999999999999,West,25-30,High
Alaska,AK,2012,Income,"$75,000 or greater",,26.4,40.8,11.1,,,6.600000000000001,5.399999999999999,West,25-30,High
Alaska,AK,2012,Income,"Less than $15,000",,29.4,36.0,28.2,,,6.600000000000001,5.399999999999999,West,25-30,Low
Alaska,AK,2012,Race/Ethnicity,Hispanic,,21.1,44.1,15.3,,,6.600000000000001,5.399999999999999,West,<25,
Alaska,AK,2012,Race/Ethnicity,NH American Indian/Alaska Native,,31.9,37.0,27.8,,,6.600000000000001,5.399999999999999,West,30-35,
Alaska,AK,2012,Race/Ethnicity,Non-Hispanic 2 or more races,,22.4,36.8,16.8,,,6.600000000000001,5.399999999999999,West,<25,
Alaska,AK,2012,Race/Ethnicity,Non-Hispanic Asian,,2.3,38.9,23.0,,,6.600000000000001,5.399999999999999,West,<25,
Alaska,AK,2012,Race/Ethnicity,Non-Hispanic Black,,39.0,35.8,37.7,,,6.600000000000001,5.399999999999999,West,>35,
Alaska,AK,2012,Race/Ethnicity,Non-Hispanic Other,,21.5,31.2,20.7,,,6.600000000000001,5.399999999999999,West,<25,
Alaska,AK,2012,Race/Ethnicity,Non-Hispanic White,,26.0,39.6,15.5,,,6.600000000000001,5.399999999999999,West,25-30,
Alaska,AK,2012,Sex,Female,,25.4,32.8,20.1,,,6.600000000000001,5.399999999999999,West,25-30,
Alaska,AK,2012,Sex,Male,,25.9,44.4,16.9,,,6.600000000000001,5.399999999999999,West,25-30,
Alaska,AK,2012,Total,Total,,25.7,39.1,18.5,,,6.600000000000001,5.399999999999999,West,25-30,
Alaska,AK,2013,Age (years),18 - 24,,12.6,31.3,14.4,49.7,,6.600000000000001,8.200000000000003,West,<25,
Alaska,AK,2013,Age (years),25 - 34,,28.1,36.2,15.5,46.6,,6.600000000000001,8.200000000000003,West,25-30,
Alaska,AK,2013,Age (years),35 - 44,,33.5,37.5,23.2,34.7,,6.600000000000001,8.200000000000003,West,30-35,
Alaska,AK,2013,Age (years),45 - 54,,29.8,45.2,21.9,31.6,,6.600000000000001,8.200000000000003,West,25-30,
Alaska,AK,2013,Age (years),55 - 64,,33.1,35.3,28.2,27.5,,6.600000000000001,8.200000000000003,West,30-35,
Alaska,AK,2013,Age (years),65 or older,,30.4,38.7,31.8,25.8,,6.600000000000001,8.200000000000003,West,30-35,
Alaska,AK,2013,Education,College graduate,,21.2,38.8,11.9,42.5,,6.600000000000001,8.200000000000003,West,<25,
Alaska,AK,2013,Education,High school graduate,,33.1,35.5,26.9,30.4,,6.600000000000001,8.200000000000003,West,30-35,
Alaska,AK,2013,Education,Less than high school,,28.2,39.1,34.9,31.2,,6.600000000000001,8.200000000000003,West,25-30,
Alaska,AK,2013,Education,Some college or technical school,,29.6,38.3,22.6,36.9,,6.600000000000001,8.200000000000003,West,25-30,
Alaska,AK,2013,Income,"$15,000 - $24,999",,32.7,32.5,26.4,32.6,,6.600000000000001,8.200000000000003,West,30-35,Low
Alaska,AK,2013,Income,"$25,000 - $34,999",,24.5,39.3,28.4,37.7,,6.600000000000001,8.200000000000003,West,<25,Medium
Alaska,AK,2013,Income,"$35,000 - $49,999",,31.7,38.2,21.9,35.8,,6.600000000000001,8.200000000000003,West,30-35,Medium
Alaska,AK,2013,Income,"$50,000 - $74,999",,32.3,33.2,23.3,39.7,,6.600000000000001,8.200000000000003,West,30-35,High
